InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Year,Month,Day
577504,22533,MAGIC DRAWING SLATE BAKE A CAKE ,2,2011-11-20 12:36:00,0.42,14159,United Kingdom,0.84,2011,11,20
554283,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-05-23 14:11:00,2.08,17686,United Kingdom,20.8,2011,5,23
554702,40001,WHITE BAMBOO RIBS LAMPSHADE,12,2011-05-26 09:45:00,0.85,15805,United Kingdom,10.2,2011,5,26
547623,21400,RED PUDDING SPOON,24,2011-03-24 11:29:00,0.12,15641,United Kingdom,2.88,2011,3,24
578255,22614,PACK OF 12 SPACEBOY TISSUES,2,2011-11-23 12:58:00,0.39,14675,United Kingdom,0.78,2011,11,23
577016,22507,MEMO BOARD RETROSPOT  DESIGN,4,2011-11-17 12:21:00,4.95,17095,United Kingdom,19.8,2011,11,17
543251,21843,RED RETROSPOT CAKE STAND,2,2011-02-04 14:51:00,10.95,14194,United Kingdom,21.9,2011,2,4
554993,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,3,2011-05-29 14:13:00,1.25,17051,United Kingdom,3.75,2011,5,29
540114,21484,CHICK GREY HOT WATER BOTTLE,4,2011-01-05 09:44:00,3.45,15498,United Kingdom,13.8,2011,1,5
550015,23126,FELTCRAFT GIRL AMELIE KIT,4,2011-04-14 10:54:00,4.95,17735,United Kingdom,19.8,2011,4,14
566285,21901,"KEY FOB , BACK DOOR ",6,2011-09-11 14:51:00,0.65,13611,United Kingdom,3.9000000000000004,2011,9,11
580460,22429,ENAMEL MEASURING JUG CREAM,1,2011-12-04 12:29:00,4.25,12748,United Kingdom,4.25,2011,12,4
558315,22697,GREEN REGENCY TEACUP AND SAUCER,18,2011-06-28 11:44:00,2.95,15065,United Kingdom,53.1,2011,6,28
574075,16169E,WRAP 50'S  CHRISTMAS,25,2011-11-02 15:33:00,0.42,16365,United Kingdom,10.5,2011,11,2
569718,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,2011-10-06 09:01:00,2.08,15837,United Kingdom,20.8,2011,10,6
575007,22614,PACK OF 12 SPACEBOY TISSUES,24,2011-11-08 11:20:00,0.39,14140,United Kingdom,9.36,2011,11,8
560878,22431,WATERING CAN BLUE ELEPHANT,2,2011-07-21 15:16:00,1.95,14410,United Kingdom,3.9,2011,7,21
547035,22780,LIGHT GARLAND BUTTERFILES PINK,4,2011-03-20 10:33:00,4.25,13911,United Kingdom,17.0,2011,3,20
C570867,22050,PINK PAISLEY ROSE GIFT WRAP,-25,2011-10-12 16:17:00,0.42,12607,USA,-10.5,2011,10,12
569220,23412,HEART MIRROR ANTIQUE WHITE,2,2011-10-02 13:26:00,7.5,16007,United Kingdom,15.0,2011,10,2
538449,21871,SAVE THE PLANET MUG,2,2010-12-12 12:24:00,1.25,17085,United Kingdom,2.5,2010,12,12
556723,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,108,2011-06-14 11:25:00,5.88,18102,United Kingdom,635.04,2011,6,14
555644,84974,S/2 ZINC HEART DESIGN PLANTERS,4,2011-06-06 13:24:00,9.95,16520,United Kingdom,39.8,2011,6,6
548987,22776,SWEETHEART CAKESTAND 3 TIER,2,2011-04-05 12:50:00,9.95,14535,United Kingdom,19.9,2011,4,5
580096,22726,ALARM CLOCK BAKELIKE GREEN,8,2011-12-01 14:55:00,3.75,13408,United Kingdom,30.0,2011,12,1
537135,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,8,2010-12-05 12:35:00,1.25,17059,United Kingdom,10.0,2010,12,5
551821,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2011-05-04 12:20:00,0.95,16942,United Kingdom,11.399999999999999,2011,5,4
571255,23055,IVORY CHANDELIER T-LIGHT HOLDER,48,2011-10-14 17:13:00,5.39,12454,Spain,258.71999999999997,2011,10,14
579142,84580,MOUSE TOY WITH PINK T-SHIRT,2,2011-11-28 13:06:00,3.75,16744,United Kingdom,7.5,2011,11,28
550408,23206,LUNCH BAG APPLE DESIGN,10,2011-04-18 11:59:00,1.65,16746,United Kingdom,16.5,2011,4,18
538844,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,7,2010-12-14 13:19:00,3.75,14680,United Kingdom,26.25,2010,12,14
543250,22522,CHILDS GARDEN FORK BLUE ,12,2011-02-04 14:46:00,0.85,13911,United Kingdom,10.2,2011,2,4
557782,23118,PARISIENNE JEWELLERY DRAWER ,2,2011-06-22 15:41:00,7.5,14640,United Kingdom,15.0,2011,6,22
567373,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-09-20 09:31:00,1.65,16700,United Kingdom,16.5,2011,9,20
561465,22877,NUMBER TILE COTTAGE GARDEN 9,1,2011-07-27 12:45:00,1.95,16447,United Kingdom,1.95,2011,7,27
559370,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,12,2011-07-08 10:01:00,0.83,17042,United Kingdom,9.959999999999999,2011,7,8
553657,37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,2,2011-05-18 11:28:00,0.39,14583,United Kingdom,0.78,2011,5,18
564056,22912,YELLOW COAT RACK PARIS FASHION,3,2011-08-22 14:13:00,4.95,14387,United Kingdom,14.850000000000001,2011,8,22
577297,23129,HEART SHAPED HOLLY WREATH,2,2011-11-18 12:48:00,4.15,14593,United Kingdom,8.3,2011,11,18
571189,20668,DISCO BALL CHRISTMAS DECORATION,24,2011-10-14 11:42:00,0.12,13213,United Kingdom,2.88,2011,10,14
577520,21894,POTTING SHED SEED ENVELOPES,1,2011-11-20 13:20:00,1.25,14553,United Kingdom,1.25,2011,11,20
573340,22339,CHRISTMAS TREE PAINTED ZINC ,20,2011-10-30 11:55:00,0.19,14159,United Kingdom,3.8,2011,10,30
560723,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-07-20 13:53:00,3.75,16464,United Kingdom,3.75,2011,7,20
552710,22384,LUNCH BAG PINK POLKADOT,20,2011-05-11 07:35:00,1.65,13098,United Kingdom,33.0,2011,5,11
553067,21125,SET 6 FOOTBALL CELEBRATION CANDLES,12,2011-05-13 11:44:00,1.25,16871,United Kingdom,15.0,2011,5,13
C565962,22899,CHILDREN'S APRON DOLLY GIRL ,-1,2011-09-08 11:25:00,2.1,14410,United Kingdom,-2.1,2011,9,8
548323,84313C,ORANGE TV TRAY TABLE ,6,2011-03-30 13:00:00,1.95,15424,United Kingdom,11.7,2011,3,30
573347,23350,ROLL WRAP VINTAGE SPOT ,3,2011-10-30 12:26:00,1.25,13137,United Kingdom,3.75,2011,10,30
572218,85049E,SCANDINAVIAN REDS RIBBONS,12,2011-10-21 13:13:00,1.25,16311,United Kingdom,15.0,2011,10,21
548715,23233,WRAP POPPIES  DESIGN,25,2011-04-03 15:22:00,0.42,17758,United Kingdom,10.5,2011,4,3
555549,23152,IVORY SWEETHEART WIRE LETTER RACK ,6,2011-06-05 13:24:00,3.75,13637,United Kingdom,22.5,2011,6,5
550492,21539,RED RETROSPOT BUTTER DISH,3,2011-04-18 14:44:00,4.95,14180,United Kingdom,14.850000000000001,2011,4,18
561502,23029,DRAWER KNOB CRACKLE GLAZE GREEN,6,2011-07-27 14:14:00,1.65,14305,United Kingdom,9.899999999999999,2011,7,27
575135,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-11-08 14:49:00,6.95,13928,United Kingdom,13.9,2011,11,8
559529,23007, SPACEBOY BABY GIFT SET,1,2011-07-10 12:03:00,16.95,14808,United Kingdom,16.95,2011,7,10
555195,23084,RABBIT NIGHT LIGHT,6,2011-06-01 11:27:00,2.08,15240,United Kingdom,12.48,2011,6,1
539920,21533,RETROSPOT LARGE MILK JUG,4,2010-12-23 11:06:00,4.95,14085,United Kingdom,19.8,2010,12,23
580025,22158,3 HEARTS HANGING DECORATION RUSTIC,2,2011-12-01 11:53:00,2.95,15021,United Kingdom,5.9,2011,12,1
572848,22588,CARD HOLDER GINGHAM HEART,6,2011-10-26 12:19:00,2.89,16188,United Kingdom,17.34,2011,10,26
546686,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-03-16 09:52:00,1.69,14636,United Kingdom,13.52,2011,3,16
551271,22776,SWEETHEART CAKESTAND 3 TIER,2,2011-04-27 12:39:00,9.95,17187,United Kingdom,19.9,2011,4,27
545701,22383,LUNCH BAG SUKI DESIGN ,10,2011-03-06 15:17:00,1.65,17107,United Kingdom,16.5,2011,3,6
553159,22673,FRENCH GARDEN SIGN BLUE METAL,12,2011-05-13 15:25:00,1.25,14194,United Kingdom,15.0,2011,5,13
569570,21844,RED RETROSPOT MUG,252,2011-10-05 10:06:00,2.55,16684,United Kingdom,642.5999999999999,2011,10,5
542619,21385,IVORY HANGING DECORATION  HEART,24,2011-01-30 15:54:00,0.85,13869,United Kingdom,20.4,2011,1,30
570887,85049E,SCANDINAVIAN REDS RIBBONS,12,2011-10-13 10:25:00,1.25,17169,United Kingdom,15.0,2011,10,13
569859,22481,BLACK TEA TOWEL CLASSIC DESIGN,4,2011-10-06 14:36:00,1.25,16814,United Kingdom,5.0,2011,10,6
575368,22809,SET OF 6 T-LIGHTS SANTA,1,2011-11-09 15:07:00,2.95,14482,United Kingdom,2.95,2011,11,9
560555,21588,RETROSPOT GIANT TUBE MATCHES,1,2011-07-19 13:01:00,2.55,14178,United Kingdom,2.55,2011,7,19
571926,21828,EIGHT PIECE SNAKE  SET,12,2011-10-19 16:41:00,1.25,16722,United Kingdom,15.0,2011,10,19
563239,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-08-15 10:02:00,1.65,15048,United Kingdom,1.65,2011,8,15
565261,22613,PACK OF 20 SPACEBOY NAPKINS,24,2011-09-02 10:53:00,0.85,12474,Germany,20.4,2011,9,2
551420,21936,RED RETROSPOT PICNIC BAG,10,2011-04-28 14:00:00,2.95,17068,United Kingdom,29.5,2011,4,28
548388,21721,CANDY SHOP  STICKER SHEET,5,2011-03-30 16:52:00,0.85,13268,United Kingdom,4.25,2011,3,30
558754,22623,BOX OF VINTAGE JIGSAW BLOCKS ,2,2011-07-03 12:10:00,5.95,15518,United Kingdom,11.9,2011,7,3
557397,21194,PINK  HONEYCOMB PAPER FAN,7,2011-06-20 11:23:00,0.65,17897,United Kingdom,4.55,2011,6,20
571035,21243,PINK  POLKADOT PLATE ,8,2011-10-13 12:50:00,1.69,12446,RSA,13.52,2011,10,13
548701,47566,PARTY BUNTING,1,2011-04-03 11:36:00,4.95,17629,United Kingdom,4.95,2011,4,3
572283,22119,PEACE WOODEN BLOCK LETTERS,2,2011-10-23 11:42:00,6.95,15000,United Kingdom,13.9,2011,10,23
559672,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,2011-07-11 14:04:00,0.55,14796,United Kingdom,0.55,2011,7,11
561885,21990,MODERN FLORAL STATIONERY SET,2,2011-07-31 13:13:00,1.25,15532,United Kingdom,2.5,2011,7,31
536412,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,1,2010-12-01 11:49:00,1.65,17920,United Kingdom,1.65,2010,12,1
577476,22745,POPPY'S PLAYHOUSE BEDROOM ,12,2011-11-20 11:31:00,2.1,12540,Spain,25.200000000000003,2011,11,20
560366,85231G,ORANGE SCENTED SET/9 T-LIGHTS,12,2011-07-18 12:19:00,0.85,16859,United Kingdom,10.2,2011,7,18
576592,22722,SET OF 6 SPICE TINS PANTRY DESIGN,3,2011-11-15 14:47:00,3.95,13614,United Kingdom,11.850000000000001,2011,11,15
546982,22977,DOLLY GIRL CHILDRENS EGG CUP,1,2011-03-18 12:26:00,1.25,15483,United Kingdom,1.25,2011,3,18
576604,23189,SET OF 12 FORK CANDLES,1,2011-11-15 15:23:00,2.89,13435,United Kingdom,2.89,2011,11,15
550469,21471,STRAWBERRY RAFFIA FOOD COVER,1,2011-04-18 13:46:00,3.75,16399,United Kingdom,3.75,2011,4,18
565152,23082,SET 6 PAPER TABLE LANTERN HEARTS ,1,2011-09-01 14:42:00,3.75,17799,United Kingdom,3.75,2011,9,1
539760,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2010-12-21 17:16:00,0.29,17400,United Kingdom,13.919999999999998,2010,12,21
569488,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,2,2011-10-04 13:10:00,3.75,16440,United Kingdom,7.5,2011,10,4
541479,22333,RETROSPOT PARTY BAG + STICKER SET,48,2011-01-18 11:54:00,1.45,16422,United Kingdom,69.6,2011,1,18
544152,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,2400,2011-02-16 12:10:00,0.06,14609,United Kingdom,144.0,2011,2,16
574676,23266,SET OF 3 WOODEN STOCKING DECORATION,2,2011-11-06 12:32:00,1.25,16243,United Kingdom,2.5,2011,11,6
551868,21213,PACK OF 72 SKULL CAKE CASES,24,2011-05-04 16:29:00,0.55,12540,Spain,13.200000000000001,2011,5,4
546252,22740,POLKADOT PEN,48,2011-03-10 14:42:00,0.85,14930,Channel Islands,40.8,2011,3,10
540464,22752,SET 7 BABUSHKA NESTING BOXES,6,2011-01-07 13:17:00,7.65,14298,United Kingdom,45.900000000000006,2011,1,7
552121,22150,3 STRIPEY MICE FELTCRAFT,6,2011-05-06 11:40:00,1.95,15757,United Kingdom,11.7,2011,5,6
552835,22089,PAPER BUNTING VINTAGE PAISLEY,6,2011-05-11 14:17:00,2.95,17664,United Kingdom,17.700000000000003,2011,5,11
571065,22555,PLASTERS IN TIN STRONGMAN,12,2011-10-13 14:59:00,1.65,12613,Germany,19.799999999999997,2011,10,13
578519,20978,36 PENCILS TUBE SKULLS,3,2011-11-24 13:56:00,1.25,14591,United Kingdom,3.75,2011,11,24
541206,22960,JAM MAKING SET WITH JARS,48,2011-01-14 12:24:00,3.75,14646,Netherlands,180.0,2011,1,14
557765,21625,VINTAGE UNION JACK APRON,2,2011-06-22 14:23:00,6.95,16247,United Kingdom,13.9,2011,6,22
563094,21390,FILIGRIS HEART WITH BUTTERFLY,6,2011-08-11 17:35:00,1.25,14525,United Kingdom,7.5,2011,8,11
563074,22493,PAINT YOUR OWN CANVAS SET,360,2011-08-11 15:58:00,1.45,12931,United Kingdom,522.0,2011,8,11
572348,23057,BEADED CHANDELIER T-LIGHT HOLDER,48,2011-10-24 11:21:00,1.0,15482,United Kingdom,48.0,2011,10,24
564061,22809,SET OF 6 T-LIGHTS SANTA,6,2011-08-22 14:38:00,2.95,14505,United Kingdom,17.700000000000003,2011,8,22
578508,47594A,CAROUSEL DESIGN WASHBAG,1,2011-11-24 13:06:00,1.95,16892,United Kingdom,1.95,2011,11,24
576909,23445,ICE CREAM BUBBLES,20,2011-11-17 09:49:00,0.83,12471,Germany,16.599999999999998,2011,11,17
567145,84978,HANGING HEART JAR T-LIGHT HOLDER,24,2011-09-16 15:09:00,1.25,12921,United Kingdom,30.0,2011,9,16
578233,22560,TRADITIONAL MODELLING CLAY,12,2011-11-23 12:20:00,1.25,14049,United Kingdom,15.0,2011,11,23
541816,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,3,2011-01-21 15:56:00,2.95,17799,United Kingdom,8.850000000000001,2011,1,21
553686,21912,VINTAGE SNAKES & LADDERS,4,2011-05-18 13:58:00,3.75,14911,EIRE,15.0,2011,5,18
546778,47566B,TEA TIME PARTY BUNTING,2,2011-03-16 16:38:00,4.95,14572,United Kingdom,9.9,2011,3,16
550362,22090,PAPER BUNTING RETROSPOT,3,2011-04-18 11:13:00,2.95,13113,United Kingdom,8.850000000000001,2011,4,18
562042,22158,3 HEARTS HANGING DECORATION RUSTIC,16,2011-08-02 10:19:00,2.95,13075,United Kingdom,47.2,2011,8,2
564860,23026,DRAWER KNOB VINTAGE GLASS STAR,6,2011-08-31 10:06:00,2.08,17725,United Kingdom,12.48,2011,8,31
542627,22718,CARD CAT AND TREE ,12,2011-01-31 09:51:00,0.42,14426,United Kingdom,5.04,2011,1,31
562607,23170,REGENCY TEA PLATE ROSES ,12,2011-08-08 11:45:00,1.65,12885,United Kingdom,19.799999999999997,2011,8,8
548952,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,2011-04-05 10:46:00,3.75,15572,United Kingdom,3.75,2011,4,5
563076,22355,CHARLOTTE BAG SUKI DESIGN,100,2011-08-11 16:12:00,0.72,14646,Netherlands,72.0,2011,8,11
580188,22905,CALENDAR IN SEASON DESIGN,6,2011-12-02 12:02:00,1.25,16440,United Kingdom,7.5,2011,12,2
554035,23087,ZINC  HEART T-LIGHT HOLDER,8,2011-05-20 14:07:00,1.25,16187,United Kingdom,10.0,2011,5,20
574071,POST,POSTAGE,1,2011-11-02 14:57:00,18.0,12654,Germany,18.0,2011,11,2
575952,48184,DOORMAT ENGLISH ROSE ,1,2011-11-13 11:55:00,8.25,16015,United Kingdom,8.25,2011,11,13
543474,22301,COFFEE MUG CAT + BIRD DESIGN,6,2011-02-08 15:09:00,2.55,14415,United Kingdom,15.299999999999999,2011,2,8
543191,21989,PACK OF 20 SKULL PAPER NAPKINS,1,2011-02-04 11:54:00,0.85,13137,United Kingdom,0.85,2011,2,4
565434,85049E,SCANDINAVIAN REDS RIBBONS,5,2011-09-04 13:35:00,1.25,12867,United Kingdom,6.25,2011,9,4
580884,23120,PACK OF 6 SMALL FRUIT STRAWS,1,2011-12-06 12:21:00,0.42,15907,United Kingdom,0.42,2011,12,6
537692,21165,BEWARE OF THE CAT METAL SIGN ,24,2010-12-08 10:40:00,1.69,14796,United Kingdom,40.56,2010,12,8
557878,22662,LUNCH BAG DOLLY GIRL DESIGN,2,2011-06-23 13:13:00,1.65,16940,United Kingdom,3.3,2011,6,23
572133,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2011-10-21 10:11:00,1.95,12407,Belgium,15.6,2011,10,21
562924,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,12,2011-08-10 14:49:00,0.29,16750,United Kingdom,3.4799999999999995,2011,8,10
567675,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,2011-09-21 15:54:00,4.15,15351,United Kingdom,24.900000000000002,2011,9,21
550968,22855,FINE WICKER HEART ,24,2011-04-21 16:59:00,1.25,14961,United Kingdom,30.0,2011,4,21
580672,22545,MINI JIGSAW BUNNIES,2,2011-12-05 14:29:00,0.19,17920,United Kingdom,0.38,2011,12,5
553931,22539,MINI JIGSAW DOLLY GIRL,24,2011-05-20 10:27:00,0.42,14911,EIRE,10.08,2011,5,20
543300,85049D,BRIGHT BLUES RIBBONS ,3,2011-02-07 11:42:00,1.25,13334,United Kingdom,3.75,2011,2,7
553527,21917,SET 12 KIDS  WHITE CHALK STICKS,24,2011-05-17 14:57:00,0.42,15123,United Kingdom,10.08,2011,5,17
565994,22090,PAPER BUNTING RETROSPOT,2,2011-09-08 11:46:00,2.95,13244,United Kingdom,5.9,2011,9,8
576326,22452,MEASURING TAPE BABUSHKA PINK,1,2011-11-14 15:18:00,2.95,16504,United Kingdom,2.95,2011,11,14
544903,82582,AREA PATROLLED METAL SIGN,12,2011-02-24 13:43:00,2.1,18065,United Kingdom,25.200000000000003,2011,2,24
560536,21326,AGED GLASS SILVER T-LIGHT HOLDER,24,2011-07-19 12:15:00,0.65,16626,United Kingdom,15.600000000000001,2011,7,19
556103,23052,RECYCLED ACAPULCO MAT TURQUOISE,1,2011-06-08 16:18:00,8.25,16011,United Kingdom,8.25,2011,6,8
579545,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,32,2011-11-30 10:18:00,2.55,13098,United Kingdom,81.6,2011,11,30
542000,20718,RED RETROSPOT SHOPPER BAG,10,2011-01-25 10:49:00,1.25,14257,United Kingdom,12.5,2011,1,25
547665,22854,CREAM SWEETHEART EGG HOLDER,4,2011-03-24 13:17:00,4.95,14256,United Kingdom,19.8,2011,3,24
568154,22338,STAR DECORATION PAINTED ZINC ,11,2011-09-25 12:06:00,0.19,13787,United Kingdom,2.09,2011,9,25
560807,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-07-21 10:44:00,0.55,18143,United Kingdom,13.200000000000001,2011,7,21
567462,20974,12 PENCILS SMALL TUBE SKULL,1,2011-09-20 12:35:00,0.65,14446,United Kingdom,0.65,2011,9,20
557878,22666,RECIPE BOX PANTRY YELLOW DESIGN,3,2011-06-23 13:13:00,2.95,16940,United Kingdom,8.850000000000001,2011,6,23
561236,84595E,LARGE TORTILLA DESIGN RED BOWL,12,2011-07-26 10:27:00,1.65,15159,United Kingdom,19.799999999999997,2011,7,26
556579,22987,WRAP SUMMER ROSE DESIGN,25,2011-06-13 14:16:00,0.42,15069,United Kingdom,10.5,2011,6,13
566575,23301,GARDENERS KNEELING PAD KEEP CALM ,240,2011-09-13 13:15:00,1.45,17133,United Kingdom,348.0,2011,9,13
568795,22185,SLATE TILE NATURAL HANGING,1,2011-09-29 10:19:00,1.65,17870,United Kingdom,1.65,2011,9,29
552315,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2011-05-08 16:10:00,0.55,12700,France,13.200000000000001,2011,5,8
563580,23203,JUMBO BAG VINTAGE DOILY ,3,2011-08-17 15:53:00,2.08,16706,United Kingdom,6.24,2011,8,17
572552,23221,REINDEER HEART DECORATION SILVER,2,2011-10-24 17:07:00,1.63,14096,United Kingdom,3.26,2011,10,24
550622,22714,CARD BIRTHDAY COWBOY,12,2011-04-19 13:49:00,0.42,13735,United Kingdom,5.04,2011,4,19
577331,23130,MISTLETOE HEART WREATH GREEN,1,2011-11-18 14:23:00,4.15,14667,United Kingdom,4.15,2011,11,18
570682,20728,LUNCH BAG CARS BLUE,10,2011-10-11 15:53:00,1.65,12948,United Kingdom,16.5,2011,10,11
579124,22197,POPCORN HOLDER,4,2011-11-28 12:14:00,0.85,15721,United Kingdom,3.4,2011,11,28
537051,22725,ALARM CLOCK BAKELIKE CHOCOLATE,2,2010-12-05 11:12:00,3.75,15708,United Kingdom,7.5,2010,12,5
549833,20794,BLUE  TILE HOOK,8,2011-04-12 13:19:00,2.55,13458,United Kingdom,20.4,2011,4,12
542241,82600,NO SINGING METAL SIGN,2,2011-01-26 14:51:00,2.1,16409,United Kingdom,4.2,2011,1,26
575660,22362,GLASS JAR PEACOCK BATH SALTS,6,2011-11-10 14:38:00,2.95,15297,United Kingdom,17.700000000000003,2011,11,10
557250,23029,DRAWER KNOB CRACKLE GLAZE GREEN,3,2011-06-17 15:59:00,1.65,12748,United Kingdom,4.949999999999999,2011,6,17
C562097,22197,POPCORN HOLDER,-1,2011-08-02 13:19:00,0.72,15311,United Kingdom,-0.72,2011,8,2
561633,23170,REGENCY TEA PLATE ROSES ,384,2011-07-28 14:33:00,1.45,17949,United Kingdom,556.8,2011,7,28
560233,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2011-07-17 11:10:00,0.42,16813,United Kingdom,3.36,2011,7,17
580735,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-12-06 08:52:00,1.65,17728,United Kingdom,19.799999999999997,2011,12,6
542216,84247G,"DECOUPAGE,GREETING CARD,",12,2011-01-26 12:29:00,0.42,14911,EIRE,5.04,2011,1,26
538523,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2010-12-13 09:29:00,2.1,13198,United Kingdom,12.600000000000001,2010,12,13
567475,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-09-20 13:11:00,2.95,16360,United Kingdom,2.95,2011,9,20
567346,22865,HAND WARMER OWL DESIGN,96,2011-09-19 15:53:00,1.85,13767,United Kingdom,177.60000000000002,2011,9,19
557792,48138,DOORMAT UNION FLAG,2,2011-06-22 16:44:00,7.95,16987,United Kingdom,15.9,2011,6,22
565405,22627,MINT KITCHEN SCALES,2,2011-09-04 10:51:00,8.5,14211,United Kingdom,17.0,2011,9,4
537044,21258,VICTORIAN SEWING BOX LARGE,2,2010-12-05 10:52:00,12.75,18055,United Kingdom,25.5,2010,12,5
581237,23508,MINI PLAYING CARDS DOLLY GIRL ,1,2011-12-08 10:40:00,0.42,15443,United Kingdom,0.42,2011,12,8
557278,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-06-19 12:08:00,1.25,13089,United Kingdom,15.0,2011,6,19
563100,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-08-12 09:57:00,4.95,12381,Norway,14.850000000000001,2011,8,12
581266,22074,6 RIBBONS SHIMMERING PINKS ,24,2011-12-08 11:25:00,0.39,12621,Germany,9.36,2011,12,8
563543,21563,RED HEART SHAPE LOVE BUCKET ,8,2011-08-17 12:06:00,2.95,15039,United Kingdom,23.6,2011,8,17
574722,22766,PHOTO FRAME CORNICE,2,2011-11-06 14:45:00,2.95,14502,United Kingdom,5.9,2011,11,6
543054,22083,PAPER CHAIN KIT RETROSPOT,12,2011-02-03 10:39:00,2.95,13394,United Kingdom,35.400000000000006,2011,2,3
573778,22699,ROSES REGENCY TEACUP AND SAUCER ,24,2011-11-01 10:56:00,2.55,18092,United Kingdom,61.199999999999996,2011,11,1
576014,85231B,CINAMMON SET OF 9 T-LIGHTS,3,2011-11-13 14:29:00,0.85,17218,United Kingdom,2.55,2011,11,13
558062,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,72,2011-06-24 15:17:00,0.95,13784,United Kingdom,68.39999999999999,2011,6,24
541268,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-17 10:52:00,1.69,12872,United Kingdom,13.52,2011,1,17
537392,20728,LUNCH BAG CARS BLUE,5,2010-12-06 13:58:00,1.65,17068,United Kingdom,8.25,2010,12,6
550193,22203,MILK PAN RED RETROSPOT,4,2011-04-15 09:27:00,3.75,13952,United Kingdom,15.0,2011,4,15
539308,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2010-12-16 17:48:00,1.65,17412,United Kingdom,39.599999999999994,2010,12,16
545635,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,2011-03-04 12:14:00,1.45,13557,United Kingdom,17.4,2011,3,4
560872,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,12,2011-07-21 14:41:00,1.45,14745,United Kingdom,17.4,2011,7,21
538852,85231B,CINAMMON SET OF 9 T-LIGHTS,4,2010-12-14 13:33:00,0.85,17372,United Kingdom,3.4,2010,12,14
564335,20723,STRAWBERRY CHARLOTTE BAG,2,2011-08-24 14:23:00,0.85,15800,United Kingdom,1.7,2011,8,24
574481,22439,6 ROCKET BALLOONS ,1,2011-11-04 12:45:00,0.65,18022,United Kingdom,0.65,2011,11,4
538313,21644,ASSORTED TUTTI FRUTTI HEART BOX,1,2010-12-10 13:50:00,1.25,15514,United Kingdom,1.25,2010,12,10
575730,21786,POLKADOT RAIN HAT ,2,2011-11-10 19:53:00,0.42,14765,United Kingdom,0.84,2011,11,10
544556,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-02-21 12:29:00,0.29,13477,United Kingdom,13.919999999999998,2011,2,21
562053,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,72,2011-08-02 12:11:00,0.19,16701,United Kingdom,13.68,2011,8,2
580523,47420,ASSORTED COLOUR SUCTION CUP HOOK,1,2011-12-04 15:00:00,0.19,17827,United Kingdom,0.19,2011,12,4
537036,82551,LAUNDRY 15C METAL SIGN,1,2010-12-03 17:28:00,1.45,15545,United Kingdom,1.45,2010,12,3
564745,23167,SMALL CERAMIC TOP STORAGE JAR ,4,2011-08-28 15:27:00,0.83,16806,United Kingdom,3.32,2011,8,28
578056,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,2011-11-22 15:04:00,2.89,16164,United Kingdom,17.34,2011,11,22
581475,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,48,2011-12-09 08:39:00,0.29,13069,United Kingdom,13.919999999999998,2011,12,9
